num_particles, interia, cognition, social, gen, epoch_stop, solution_found, fitness
30, 0.5, 1.0, 1.0, 3, 398, [1. 1.], 1.3809996222025338e-28
30, 0.5, 1.0, 1.0, 4, 435, [1. 1.], 4.4373425918681914e-29
30, 0.5, 1.0, 1.0, 5, 204, [1.00000006 1.00000012], 3.698287878296472e-15
30, 0.5, 1.0, 1.0, 6, 344, [0.99999995 0.99999992], 1.955006714067871e-14
30, 0.5, 1.0, 1.0, 7, 289, [0.99999774 0.99999546], 5.161190756606225e-12
30, 0.5, 1.0, 1.0, 8, 435, [1.0000015  1.00000304], 2.4170307115370602e-12
30, 0.5, 1.0, 1.0, 9, 467, [1.00000008 1.00000018], 1.6632719312383627e-14
30, 0.5, 1.0, 1.0, 10, 233, [0.9999973  0.99999463], 7.351867539857617e-12
30, 0.5, 1.0, 1.0, 11, 190, [1.         0.99999999], 2.0917792742015037e-17
30, 0.5, 1.0, 1.0, 12, 171, [1. 1.], 4.848843408984977e-21
30, 0.5, 1.0, 1.0, 13, 566, [1.         1.00000001], 1.9168951399242293e-17
30, 0.5, 1.0, 1.0, 14, 224, [1. 1.], 4.208303611004565e-18
30, 0.5, 1.0, 1.0, 15, 425, [1.00000011 1.00000021], 1.1196956996786382e-14
30, 0.5, 1.0, 1.0, 16, 230, [0.99999949 0.99999898], 2.627446745171459e-13
30, 0.5, 1.0, 1.0, 17, 999, [1.0000316  1.00006301], 1.0020736979067055e-09
30, 0.5, 1.0, 1.0, 18, 999, [1.57216853 2.47368229], 0.3277642873780849
30, 0.5, 1.0, 1.0, 19, 587, [1.00000029 1.00000058], 8.395610651326605e-14
40, 0.5, 1.0, 1.0, 0, 213, [0.99999999 0.99999998], 7.131557899270647e-17
40, 0.5, 1.0, 1.0, 1, 295, [1. 1.], 2.451271805415135e-19
40, 0.5, 1.0, 1.0, 2, 312, [1. 1.], 5.7064718769490705e-27
40, 0.5, 1.0, 1.0, 3, 481, [1. 1.], 0.0
40, 0.5, 1.0, 1.0, 4, 437, [1. 1.], 2.056757595137483e-27
40, 0.5, 1.0, 1.0, 5, 194, [1. 1.], 9.524095695475016e-23
40, 0.5, 1.0, 1.0, 6, 177, [1.00000002 1.00000004], 3.939748346276152e-16
40, 0.5, 1.0, 1.0, 7, 250, [1. 1.], 3.4206981002646124e-26
40, 0.5, 1.0, 1.0, 8, 271, [0.99999986 0.99999971], 2.150682626183471e-14
40, 0.5, 1.0, 1.0, 9, 195, [1. 1.], 9.740659122116478e-19
40, 0.5, 1.0, 1.0, 10, 179, [1. 1.], 1.7236221224772968e-22
40, 0.5, 1.0, 1.0, 11, 759, [1. 1.], 4.0613078832701634e-20
40, 0.5, 1.0, 1.0, 12, 546, [1. 1.], 1.0620342522085148e-18
40, 0.5, 1.0, 1.0, 13, 194, [0.99999987 0.99999975], 2.1884608689341007e-14
40, 0.5, 1.0, 1.0, 14, 212, [1. 1.], 2.7606202540362426e-20
40, 0.5, 1.0, 1.0, 15, 334, [1. 1.], 5.887751025129671e-21
40, 0.5, 1.0, 1.0, 16, 634, [0.99999999 0.99999999], 3.284040917801985e-17
40, 0.5, 1.0, 1.0, 17, 349, [1. 1.], 5.965760595733902e-30
40, 0.5, 1.0, 1.0, 18, 301, [1. 1.], 3.36715757087384e-22
40, 0.5, 1.0, 1.0, 19, 361, [1. 1.], 1.9721522630525295e-31
50, 0.5, 1.0, 1.0, 0, 276, [1. 1.], 2.3379095939105147e-25
50, 0.5, 1.0, 1.0, 1, 545, [1.00000028 1.00000056], 8.166999471665058e-14
50, 0.5, 1.0, 1.0, 2, 466, [1. 1.], 0.0
50, 0.5, 1.0, 1.0, 3, 184, [1. 1.], 3.2064275844419976e-20
50, 0.5, 1.0, 1.0, 4, 220, [1. 1.], 1.1608005565103635e-19
50, 0.5, 1.0, 1.0, 5, 502, [1. 1.], 9.649744751716399e-23
50, 0.5, 1.0, 1.0, 6, 244, [1. 1.], 2.673159947930373e-26
50, 0.5, 1.0, 1.0, 7, 176, [1. 1.], 4.143349028954324e-18
50, 0.5, 1.0, 1.0, 8, 545, [1. 1.], 3.1210306414974986e-20
50, 0.5, 1.0, 1.0, 9, 266, [1. 1.], 1.2937318845624594e-28
50, 0.5, 1.0, 1.0, 10, 781, [1. 1.], 0.0
50, 0.5, 1.0, 1.0, 11, 195, [1. 1.], 2.9122441366590853e-19
50, 0.5, 1.0, 1.0, 12, 516, [1. 1.], 0.0
50, 0.5, 1.0, 1.0, 13, 241, [1. 1.], 4.025928679873218e-18
50, 0.5, 1.0, 1.0, 14, 380, [0.99999983 0.99999966], 3.57219015329383e-14
50, 0.5, 1.0, 1.0, 15, 306, [1. 1.], 1.278438714441876e-18
50, 0.5, 1.0, 1.0, 16, 435, [1.00000016 1.00000033], 3.873572993183409e-14
50, 0.5, 1.0, 1.0, 17, 388, [1. 1.], 1.6874227800743206e-29
50, 0.5, 1.0, 1.0, 18, 270, [1. 1.], 4.8594288342473356e-21
50, 0.5, 1.0, 1.0, 19, 207, [1.00000042 1.0000008 ], 2.8847217212660344e-13
60, 0.5, 1.0, 1.0, 0, 416, [1. 1.], 0.0
60, 0.5, 1.0, 1.0, 1, 243, [1. 1.], 2.1752970096835305e-22
60, 0.5, 1.0, 1.0, 2, 187, [0.99999998 0.99999996], 3.610065858084687e-16
60, 0.5, 1.0, 1.0, 3, 337, [1. 1.], 0.0
60, 0.5, 1.0, 1.0, 4, 291, [1. 1.], 2.5836916379287207e-22
60, 0.5, 1.0, 1.0, 5, 197, [1. 1.], 2.9246451807207936e-20
60, 0.5, 1.0, 1.0, 6, 470, [1. 1.], 0.0
60, 0.5, 1.0, 1.0, 7, 244, [1. 1.], 2.860113819491931e-28
60, 0.5, 1.0, 1.0, 8, 263, [1. 1.], 2.1185888703413036e-24
60, 0.5, 1.0, 1.0, 9, 505, [1. 1.], 0.0
60, 0.5, 1.0, 1.0, 10, 196, [0.99999973 0.99999943], 1.4217031697670316e-13
60, 0.5, 1.0, 1.0, 11, 258, [1. 1.], 3.315347285471616e-19
60, 0.5, 1.0, 1.0, 12, 217, [1. 1.], 7.949975079438752e-23
60, 0.5, 1.0, 1.0, 13, 277, [1. 1.], 2.155423194497024e-23
60, 0.5, 1.0, 1.0, 14, 180, [1.00000001 1.00000002], 7.814230385517464e-17
60, 0.5, 1.0, 1.0, 15, 297, [1. 1.], 3.170358022373382e-28
60, 0.5, 1.0, 1.0, 16, 294, [1. 1.], 2.2483768393963244e-28
60, 0.5, 1.0, 1.0, 17, 387, [1. 1.], 0.0
60, 0.5, 1.0, 1.0, 18, 184, [1. 1.], 1.8246083142576724e-19
60, 0.5, 1.0, 1.0, 19, 226, [1. 1.], 1.955310082726061e-26
70, 0.5, 1.0, 1.0, 0, 196, [1. 1.], 2.1714553776524935e-20
70, 0.5, 1.0, 1.0, 1, 257, [1. 1.], 1.8519476104672148e-25
70, 0.5, 1.0, 1.0, 2, 170, [1. 1.], 6.564616956361446e-22
70, 0.5, 1.0, 1.0, 3, 197, [1. 1.], 1.5984004681025754e-20
70, 0.5, 1.0, 1.0, 4, 506, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 5, 600, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 6, 261, [1. 1.], 4.7947951895464624e-30
70, 0.5, 1.0, 1.0, 7, 343, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 8, 257, [1. 1.], 3.993608332681372e-30
70, 0.5, 1.0, 1.0, 9, 254, [1. 1.], 1.9474214736738508e-26
70, 0.5, 1.0, 1.0, 10, 223, [1. 1.], 4.982470129279199e-25
70, 0.5, 1.0, 1.0, 11, 393, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 12, 250, [1. 1.], 1.0558358808693734e-18
70, 0.5, 1.0, 1.0, 13, 317, [1. 1.], 8.601882291568984e-26
70, 0.5, 1.0, 1.0, 14, 667, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 15, 249, [1. 1.], 1.0274687528373366e-23
70, 0.5, 1.0, 1.0, 16, 326, [1. 1.], 0.0
70, 0.5, 1.0, 1.0, 17, 277, [1. 1.], 1.528761207663288e-24
70, 0.5, 1.0, 1.0, 18, 211, [1. 1.], 2.3952830894487613e-20
70, 0.5, 1.0, 1.0, 19, 226, [1. 1.], 8.020968370441304e-20
80, 0.5, 1.0, 1.0, 0, 313, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 1, 233, [1. 1.], 3.6188626223698345e-21
80, 0.5, 1.0, 1.0, 2, 430, [1. 1.], 1.2158245472007532e-22
80, 0.5, 1.0, 1.0, 3, 444, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 4, 223, [1. 1.], 2.1556856830328555e-24
80, 0.5, 1.0, 1.0, 5, 240, [1. 1.], 7.314712743661832e-28
80, 0.5, 1.0, 1.0, 6, 484, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 7, 380, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 8, 226, [1. 1.], 5.077749735487924e-27
80, 0.5, 1.0, 1.0, 9, 375, [1. 1.], 3.085623218492359e-24
80, 0.5, 1.0, 1.0, 10, 228, [1. 1.], 2.1780799793159867e-22
80, 0.5, 1.0, 1.0, 11, 167, [1. 1.], 1.9739272000892768e-24
80, 0.5, 1.0, 1.0, 12, 511, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 13, 274, [1. 1.], 3.5207848276145283e-28
80, 0.5, 1.0, 1.0, 14, 255, [1. 1.], 1.7809027973430105e-27
80, 0.5, 1.0, 1.0, 15, 233, [1. 1.], 1.6573654046483633e-24
80, 0.5, 1.0, 1.0, 16, 307, [1. 1.], 1.385436964794402e-29
80, 0.5, 1.0, 1.0, 17, 281, [1. 1.], 1.633188592840376e-29
80, 0.5, 1.0, 1.0, 18, 382, [1. 1.], 0.0
80, 0.5, 1.0, 1.0, 19, 296, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 0, 233, [1. 1.], 2.2690691046745308e-24
90, 0.5, 1.0, 1.0, 1, 164, [1. 1.], 7.027273737502013e-21
90, 0.5, 1.0, 1.0, 2, 364, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 3, 307, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 4, 360, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 5, 507, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 6, 212, [1. 1.], 1.3764833935201435e-26
90, 0.5, 1.0, 1.0, 7, 288, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 8, 227, [1. 1.], 1.95489593075082e-27
90, 0.5, 1.0, 1.0, 9, 219, [1. 1.], 5.471691538071452e-24
90, 0.5, 1.0, 1.0, 10, 357, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 11, 233, [1. 1.], 3.455807340927605e-26
90, 0.5, 1.0, 1.0, 12, 274, [1. 1.], 2.2729054831680403e-29
90, 0.5, 1.0, 1.0, 13, 294, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 14, 335, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 15, 709, [1. 1.], 0.0
90, 0.5, 1.0, 1.0, 16, 271, [1. 1.], 3.1554436208840472e-30
90, 0.5, 1.0, 1.0, 17, 196, [1. 1.], 1.8328241430104602e-25
90, 0.5, 1.0, 1.0, 18, 301, [1. 1.], 5.117593374177407e-24
90, 0.5, 1.0, 1.0, 19, 276, [1. 1.], 3.1554436208840472e-30
100, 0.5, 1.0, 1.0, 0, 348, [1. 1.], 2.0904813988356813e-29
100, 0.5, 1.0, 1.0, 1, 383, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 2, 411, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 3, 195, [1. 1.], 1.1546409158300221e-26
100, 0.5, 1.0, 1.0, 4, 401, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 5, 260, [1. 1.], 1.1093356479670479e-31
100, 0.5, 1.0, 1.0, 6, 329, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 7, 313, [1. 1.], 4.437342591868191e-31
100, 0.5, 1.0, 1.0, 8, 306, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 9, 287, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 10, 254, [1. 1.], 2.4158865222393487e-30
100, 0.5, 1.0, 1.0, 11, 403, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 12, 540, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 13, 182, [1. 1.], 7.759753060684858e-25
100, 0.5, 1.0, 1.0, 14, 302, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 15, 419, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 16, 220, [1. 1.], 4.285941695228813e-26
100, 0.5, 1.0, 1.0, 17, 735, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 18, 302, [1. 1.], 0.0
100, 0.5, 1.0, 1.0, 19, 197, [1. 1.], 1.7357435180513087e-24
40, 0.1, 1.0, 1.0, 0, 806, [1. 1.], 5.221077752600674e-19
40, 0.1, 1.0, 1.0, 1, 329, [1.05624034 1.11575824], 0.003164288865830324
40, 0.1, 1.0, 1.0, 2, 878, [1.51910993 2.30926346], 0.2697211325989059
40, 0.1, 1.0, 1.0, 3, 473, [1.00000961 1.00001927], 9.25658408086456e-11
40, 0.1, 1.0, 1.0, 4, 750, [1.3800866  1.90551224], 0.14454207533824034
40, 0.1, 1.0, 1.0, 5, 334, [0.91783048 0.84207466], 0.00676326321753486
40, 0.1, 1.0, 1.0, 6, 999, [1.93258953 3.73681394], 0.8700886720766511
40, 0.1, 1.0, 1.0, 7, 999, [1.59732351 2.5532851 ], 0.3571349330405559
40, 0.1, 1.0, 1.0, 8, 999, [ 3.49803867 12.23967414], 6.241352930672962
40, 0.1, 1.0, 1.0, 9, 615, [1.03475264 1.0707498 ], 0.0012078811346398263
40, 0.1, 1.0, 1.0, 10, 372, [1. 1.], 2.6081713678869703e-29
40, 0.1, 1.0, 1.0, 11, 150, [0.99760534 0.99520687], 5.7435184801186145e-06
40, 0.1, 1.0, 1.0, 12, 999, [1.99818105 3.99495335], 0.9968608457224808
40, 0.1, 1.0, 1.0, 13, 751, [1.16986748 1.36928245], 0.028902920242841412
40, 0.1, 1.0, 1.0, 14, 947, [1.04858732 1.0996941 ], 0.0023632473282766326
40, 0.1, 1.0, 1.0, 15, 346, [1.0000158  1.00003165], 2.4986269904024274e-10
40, 0.1, 1.0, 1.0, 16, 404, [1. 1.], 2.961309882489814e-28
40, 0.1, 1.0, 1.0, 17, 537, [1.00140572 1.00281924], 1.9794408356987065e-06
40, 0.1, 1.0, 1.0, 18, 999, [2.99368767 8.96315017], 3.9748874046505045
40, 0.1, 1.0, 1.0, 19, 999, [1.85946846 3.45773369], 0.7386872558710227
40, 0.2, 1.0, 1.0, 0, 734, [1.67386329 2.80303989], 0.45424095643219925
40, 0.2, 1.0, 1.0, 1, 119, [1.01806651 1.03650825], 0.0003266373458814334
40, 0.2, 1.0, 1.0, 2, 999, [ 3.65734397 13.37969348], 7.0627220527005825
40, 0.2, 1.0, 1.0, 3, 999, [ 4.45582899 19.85633713], 11.943124613287328
40, 0.2, 1.0, 1.0, 4, 296, [1.20456575 1.45117617], 0.0418510477125444
40, 0.2, 1.0, 1.0, 5, 999, [2.36810164 5.60803911], 1.871703884367226
40, 0.2, 1.0, 1.0, 6, 188, [1.00012748 1.00025535], 1.6265037345255118e-08
40, 0.2, 1.0, 1.0, 7, 318, [1. 1.], 1.1034366459580134e-23
40, 0.2, 1.0, 1.0, 8, 428, [0.99160733 0.98324288], 7.061510965716952e-05
40, 0.2, 1.0, 1.0, 9, 999, [1.1275043  1.27127736], 0.016257360187145596
40, 0.2, 1.0, 1.0, 10, 87, [0.82796013 0.68526293], 0.029604223050754108
40, 0.2, 1.0, 1.0, 11, 280, [0.98622451 0.97262469], 0.00018978405721023123
40, 0.2, 1.0, 1.0, 12, 999, [ 3.38146483 11.43734697], 5.672300463020745
40, 0.2, 1.0, 1.0, 13, 268, [0.99997195 0.99994383], 7.874290478168244e-10
40, 0.2, 1.0, 1.0, 14, 999, [1.87610817 3.51981028], 0.767565612877067
40, 0.2, 1.0, 1.0, 15, 999, [2.02469821 4.09951141], 1.050007598613235
40, 0.2, 1.0, 1.0, 16, 999, [ 3.16633606 10.02725326], 4.6932581606274395
40, 0.2, 1.0, 1.0, 17, 999, [2.72096709 7.40423585], 2.9617606675701698
40, 0.2, 1.0, 1.0, 18, 999, [2.96093947 8.76828001], 3.845408467945247
40, 0.2, 1.0, 1.0, 19, 999, [2.58476332 6.68121759], 2.511479448848123
40, 0.3, 1.0, 1.0, 0, 201, [0.99963499 0.99926941], 1.3328339557503226e-07
40, 0.3, 1.0, 1.0, 1, 999, [2.13616313 4.56568555], 1.291487981036135
40, 0.3, 1.0, 1.0, 2, 999, [1.04538399 1.09295373], 0.0020612951817516384
40, 0.3, 1.0, 1.0, 3, 227, [0.99999998 0.99999997], 3.0048022770545814e-16
40, 0.3, 1.0, 1.0, 4, 999, [2.97748848 8.86543768], 3.9104607080441474
40, 0.3, 1.0, 1.0, 5, 930, [1.28927794 1.66224592], 0.08368173176748836
40, 0.3, 1.0, 1.0, 6, 685, [1.04112666 1.08397236], 0.0016914785999653456
40, 0.3, 1.0, 1.0, 7, 729, [1.88571577 3.55830476], 0.7850592413145806
40, 0.3, 1.0, 1.0, 8, 360, [1.04265399 1.08729735], 0.0018222530377508513
40, 0.3, 1.0, 1.0, 9, 999, [2.19496187 4.81785823], 1.4279338799060506
40, 0.3, 1.0, 1.0, 10, 999, [1.21693696 1.48142131], 0.04708524050189966
40, 0.3, 1.0, 1.0, 11, 239, [1. 1.], 2.3811121170696584e-20
40, 0.3, 1.0, 1.0, 12, 593, [1.40057476 1.96167854], 0.16046061109039844
40, 0.3, 1.0, 1.0, 13, 232, [0.99999989 0.99999977], 1.2968565105686245e-14
40, 0.3, 1.0, 1.0, 14, 999, [2.89349188 8.37229552], 3.585311494363543
40, 0.3, 1.0, 1.0, 15, 999, [ 4.45933864 19.88957003], 11.968520679621752
40, 0.3, 1.0, 1.0, 16, 596, [1.14073602 1.30191148], 0.019846671969489277
40, 0.3, 1.0, 1.0, 17, 272, [0.99999993 0.99999987], 4.442757219379997e-15
40, 0.3, 1.0, 1.0, 18, 259, [1.00000389 1.00000779], 1.5146742692233883e-11
40, 0.3, 1.0, 1.0, 19, 999, [1.05427715 1.11162148], 0.0029474772859569265
40, 0.4, 1.0, 1.0, 0, 674, [1.00000002 1.00000004], 3.9689466459424685e-16
40, 0.4, 1.0, 1.0, 1, 224, [0.99998892 0.99997774], 1.2381042644763097e-10
40, 0.4, 1.0, 1.0, 2, 237, [1. 1.], 3.5187765158041472e-19
40, 0.4, 1.0, 1.0, 3, 445, [1.         0.99999999], 1.1952344887020289e-17
40, 0.4, 1.0, 1.0, 4, 774, [1.         1.00000001], 1.0615362534515238e-17
40, 0.4, 1.0, 1.0, 5, 570, [1.00000075 1.0000015 ], 5.585973806953902e-13
40, 0.4, 1.0, 1.0, 6, 171, [1.         1.00000001], 8.34012260267856e-18
40, 0.4, 1.0, 1.0, 7, 238, [1. 1.], 8.742780775765136e-21
40, 0.4, 1.0, 1.0, 8, 392, [1.00000513 1.00001029], 2.6387036566412577e-11
40, 0.4, 1.0, 1.0, 9, 241, [1. 1.], 6.359776171854166e-19
40, 0.4, 1.0, 1.0, 10, 630, [1. 1.], 1.2298644827477225e-19
40, 0.4, 1.0, 1.0, 11, 223, [1. 1.], 6.189214468378502e-22
40, 0.4, 1.0, 1.0, 12, 999, [1.00003219 1.00006427], 1.0375591236372512e-09
40, 0.4, 1.0, 1.0, 13, 272, [1.00000179 1.00000368], 4.1965003596218585e-12
40, 0.4, 1.0, 1.0, 14, 353, [1. 1.], 1.232595164407831e-30
40, 0.4, 1.0, 1.0, 15, 473, [1.00000004 1.00000008], 1.876218581853079e-15
40, 0.4, 1.0, 1.0, 16, 433, [1.00000298 1.00000598], 8.918457904291224e-12
40, 0.4, 1.0, 1.0, 17, 220, [1. 1.], 9.199094619251153e-20
40, 0.4, 1.0, 1.0, 18, 244, [1. 1.], 7.545161408041358e-19
40, 0.4, 1.0, 1.0, 19, 235, [1. 1.], 5.974746337741951e-25
40, 0.5, 1.0, 1.0, 0, 360, [1. 1.], 1.3170134994803922e-24
40, 0.5, 1.0, 1.0, 1, 230, [1. 1.], 1.2646886316107024e-17
40, 0.5, 1.0, 1.0, 2, 268, [1.00000001 1.00000002], 1.5629836148222442e-16
40, 0.5, 1.0, 1.0, 3, 339, [1. 1.], 4.157543489547614e-27
40, 0.5, 1.0, 1.0, 4, 215, [1. 1.], 2.1579940608220296e-19
40, 0.5, 1.0, 1.0, 5, 367, [1.00000034 1.00000068], 1.137143017537791e-13
40, 0.5, 1.0, 1.0, 6, 999, [1. 1.], 2.2183728682771614e-20
40, 0.5, 1.0, 1.0, 7, 295, [1. 1.], 8.114289634026979e-24
40, 0.5, 1.0, 1.0, 8, 206, [1. 1.], 6.709261712987001e-20
40, 0.5, 1.0, 1.0, 9, 213, [1. 1.], 1.0600639447263453e-19
40, 0.5, 1.0, 1.0, 10, 208, [0.99999997 0.99999995], 2.044382390739332e-15
40, 0.5, 1.0, 1.0, 11, 201, [0.99999996 0.99999992], 1.6499656344587754e-15
40, 0.5, 1.0, 1.0, 12, 347, [1. 1.], 0.0
40, 0.5, 1.0, 1.0, 13, 219, [0.99999507 0.99999008], 2.4680048738311414e-11
40, 0.5, 1.0, 1.0, 14, 254, [1. 1.], 3.681274765083001e-21
40, 0.5, 1.0, 1.0, 15, 262, [1. 1.], 5.806742470519661e-22
40, 0.5, 1.0, 1.0, 16, 171, [1.         1.00000001], 2.000939239741186e-17
40, 0.5, 1.0, 1.0, 17, 182, [1.00000005 1.0000001 ], 4.0109410210629935e-15
40, 0.5, 1.0, 1.0, 18, 349, [1. 1.], 4.822665927394998e-21
40, 0.5, 1.0, 1.0, 19, 306, [1. 1.], 2.3275834046611716e-27
40, 0.6, 1.0, 1.0, 0, 232, [0.99999996 0.99999992], 1.6275067838349296e-15
40, 0.6, 1.0, 1.0, 1, 237, [0.99999999 0.99999997], 1.7153744935371926e-15
40, 0.6, 1.0, 1.0, 2, 230, [1. 1.], 8.254965425353385e-21
40, 0.6, 1.0, 1.0, 3, 229, [1. 1.], 1.506107217926424e-21
40, 0.6, 1.0, 1.0, 4, 999, [1.00000017 1.00000025], 9.209296191866651e-13
40, 0.6, 1.0, 1.0, 5, 469, [1. 1.], 1.4272096149161834e-27
40, 0.6, 1.0, 1.0, 6, 497, [1.00000002 1.00000005], 7.814066769062875e-16
40, 0.6, 1.0, 1.0, 7, 334, [0.99999992 0.99999986], 1.4053373788110401e-14
40, 0.6, 1.0, 1.0, 8, 360, [1. 1.], 5.1551802226410505e-21
40, 0.6, 1.0, 1.0, 9, 354, [1.00000001 1.00000001], 5.0646806311889863e-17
40, 0.6, 1.0, 1.0, 10, 366, [1.00000016 1.00000031], 2.4592417383312038e-14
40, 0.6, 1.0, 1.0, 11, 289, [1. 1.], 2.182208960767723e-18
40, 0.6, 1.0, 1.0, 12, 228, [1.         1.00000001], 4.6736527071007855e-17
40, 0.6, 1.0, 1.0, 13, 281, [1. 1.], 1.217966914323256e-22
40, 0.6, 1.0, 1.0, 14, 433, [0.99999985 0.9999997 ], 2.2397352758060397e-14
40, 0.6, 1.0, 1.0, 15, 261, [1. 1.], 5.163346263374208e-19
40, 0.6, 1.0, 1.0, 16, 173, [1. 1.], 2.31790048079454e-18
